ID,Company,TypeName,Inches,resolution_width,resolution_height,TouchScreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory_Type,primary_memory,secondary_memory,Gpu_brand,OpSys,Weight,Price
442,HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.90,8,SSD,512,0,Intel,Windows,2,81732
443,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,71662
444,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,hybrid,128,1024,AMD,Windows,2,52161
445,Dell,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Pentium Quad",1.60,4,HDD,500,0,Intel,Windows,1,25521
446,Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,Nvidia,Windows,4,109011
447,Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core M",2.20,4,SSD,128,0,Intel,Windows,1,52694
448,Microsoft,Ultrabook,33.5,2256,1504,1,Intel,"Core i7",2.50,8,SSD,256,0,Intel,Windows,1,95851
449,HP,Notebook,17.3,1600,900,0,Intel,"Core i3",2.00,8,SSD,256,0,Intel,Windows,2,34094
450,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,Nvidia,Windows,2,28984
451,Acer,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,SSD,128,0,Intel,Windows,1,23177
452,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,2,39907
453,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,512,0,AMD,N/A,1,42571
454,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.90,8,SSD,256,0,Nvidia,Windows,2,111355
455,Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.10,4,HDD,500,0,Intel,Windows,2,16197
456,Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Nvidia,Windows,2,24988
457,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,8,HDD,2048,0,AMD,Windows,2,40440
458,HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,12,HDD,1024,0,Nvidia,Windows,3,90523
459,Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7",2.60,12,SSD,256,0,Intel,Windows,1,98994
460,HP,"2 in 1 Convertible",13.3,3840,2160,1,Intel,"Core i7",1.80,8,SSD,512,0,Intel,Windows,1,106507
461,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,500,0,AMD,Windows,1,61485
462,Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i5",1.20,8,SSD,128,0,Intel,Others,1,67932
463,Dell,Ultrabook,13.3,1920,1080,1,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,1,98134
464,Asus,Notebook,15.6,3840,2160,0,Intel,"Core i7",2.60,12,hybrid,128,1024,Intel,Windows,2,69211
465,Dell,Notebook,14,1366,768,0,Intel,"Core i3",2.30,8,SSD,128,0,Intel,Windows,1,39427
466,Dell,Workstation,0,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,1,128298
467,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,180,0,Intel,Windows,1,72674
468,Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,89084
469,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,512,0,Nvidia,Windows,2,67239
470,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.40,4,HDD,1024,0,Intel,Windows,2,31254
471,HP,Notebook,13.3,1920,1080,0,Intel,"Core i5",1.60,4,SSD,128,0,Intel,Windows,1,38681
472,Chuwi,Notebook,15.6,1920,1080,0,Intel,"Atom x5-Z8350",1.44,4,"Flash Storage",64,0,Intel,Windows,1,13261
473,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,Windows,2,30103
474,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,1,55891
475,Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Nvidia,Windows,2,124569
476,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia,Windows,2,101179
477,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,95797
478,Asus,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,0,103896
479,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,53919
480,Toshiba,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.70,32,SSD,512,0,Intel,Windows,1,149131
481,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,1,71928
482,Acer,Notebook,15.6,1366,768,0,AMD,"A10-Series 9620P",2.50,8,HDD,1024,0,AMD,Windows,2,30849
483,Asus,Gaming,17.3,1920,1080,1,Intel,"Core i7",2.60,24,hybrid,256,1024,Nvidia,Windows,4,67612
484,Lenovo,Ultrabook,12.5,1366,768,0,Intel,"Core i5",2.30,8,SSD,180,0,Intel,Windows,1,58555
485,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,Intel,Windows,2,47893
486,HP,Notebook,14,1920,1080,0,Intel,"Core i7",2.80,8,SSD,1024,0,Intel,Windows,1,93187
487,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.40,8,SSD,256,0,Intel,Windows,1,50563
488,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,48538
489,Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.10,4,"Flash Storage",64,0,Intel,Windows,1,18115
490,HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,SSD,256,0,AMD,Windows,1,32980
491,Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,1,85195
492,Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.10,4,HDD,500,0,Intel,Windows,2,15931
493,Lenovo,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,SSD,16,0,Intel,Others,1,14119
494,Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,50563
495,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,hybrid,256,1024,Intel,Windows,2,65215
496,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,4,HDD,1024,0,Nvidia,Windows,2,32661
497,HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,70489
498,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,256,1024,Nvidia,N/A,2,61219
499,Dell,Ultrabook,13.3,1920,1080,1,Intel,"Core i5",2.50,8,SSD,128,0,Intel,Windows,1,47899
500,Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,4,HDD,500,0,Nvidia,Windows,2,34046
501,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,2,44542
502,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,16,hybrid,256,2048,AMD,Windows,2,64961
503,Xiaomi,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,16,SSD,256,0,Nvidia,N/A,1,74589
504,Asus,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.10,2,"Flash Storage",32,0,Intel,Windows,1,13054
505,HP,Notebook,15.6,1366,768,1,Intel,"Core i5",1.60,4,HDD,1024,0,Intel,Windows,2,27784
506,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,24,SSD,512,0,Nvidia,Windows,2,158135
507,HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia,Windows,2,47366
508,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,3,80133
509,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,256,1024,Nvidia,Windows,3,74539
510,HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,74539
511,Dell,Notebook,14,1920,1080,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,1,68184
512,HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,Windows,1,36710
513,Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5",1.60,8,hybrid,128,1024,AMD,Linux,2,47366
514,Lenovo,Notebook,24,1920,1080,0,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,2,71395
515,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,4,HDD,1024,0,Nvidia,Windows,2,42571
516,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,8,HDD,2048,0,Nvidia,N/A,2,24456
517,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,HDD,500,0,AMD,Windows,2,31169
518,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.80,8,SSD,256,0,Intel,Windows,1,73367
519,Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,128,1024,Nvidia,Windows,4,160520
520,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,500,0,Intel,Windows,2,45821
521,Asus,Notebook,15.6,3840,2160,0,Intel,"Core i7",2.70,8,hybrid,256,1024,Nvidia,Windows,2,69211
522,Mediacom,Notebook,13.3,1920,1080,0,Intel,"Celeron Quad",1.10,4,SSD,32,0,Intel,Windows,1,19660
523,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,Windows,2,87859
524,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,1,72940
525,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,8,SSD,256,0,AMD,Windows,2,42486
526,HP,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad",1.60,4,SSD,256,0,Intel,Windows,1,21258
527,HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,12,HDD,1024,0,Nvidia,Windows,2,95851
528,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia,Windows,1,45768
529,Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7",1.80,8,SSD,256,0,Intel,Windows,1,74539
530,Dell,Notebook,14,1920,1080,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,Windows,1,39207
531,HP,Ultrabook,13.3,3200,1800,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,61006
532,Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,Linux,2,42517
533,Asus,Notebook,15.6,1366,768,0,AMD,"E-Series 7110",1.80,4,HDD,500,0,AMD,Windows,2,18595
534,HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.40,4,SSD,128,0,Intel,Windows,2,37589
535,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,4,HDD,500,0,Intel,Windows,1,41825
536,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.30,4,HDD,1024,0,Intel,N/A,2,24634
537,HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,1,21152
538,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,92121
539,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,Windows,2,26587
540,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,59513
541,Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,4,143803
542,HP,Notebook,17.3,1600,900,0,Intel,"Core i3",2.00,8,HDD,1024,0,Intel,Windows,2,28992
543,HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,Nvidia,Windows,2,68198
544,Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,4,HDD,500,0,Intel,Linux,2,11935
545,Mediacom,Notebook,13.3,1920,1080,0,Intel,"Atom x5-Z8350",1.44,4,"Flash Storage",32,0,Intel,Windows,1,13586
546,Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i7",2.70,6,hybrid,128,1024,Nvidia,Windows,2,50563
547,HP,Notebook,15.6,1920,1080,0,AMD,"A10-Series A10-9620P",2.50,6,SSD,128,0,AMD,Windows,1,30311
548,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Windows,2,32922
549,Acer,"2 in 1 Convertible",11.6,1920,1080,1,Intel,"Celeron Dual",2.00,4,"Flash Storage",32,0,Intel,Windows,1,18595
550,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.70,4,SSD,128,0,Intel,Windows,2,33566
551,HP,Ultrabook,13.3,3200,1800,1,Intel,"Core M",1.20,16,SSD,512,0,Intel,Windows,1,104695
552,Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,3,159787
553,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,Windows,2,44702
554,Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i5",1.60,8,SSD,128,0,Intel,Windows,1,85195
555,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.60,4,HDD,500,0,Intel,Windows,1,51096
556,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad",1.10,4,HDD,500,0,Intel,Windows,2,18328
557,Lenovo,Notebook,14,1366,768,0,Intel,"Core i5",2.50,4,HDD,500,0,Intel,Windows,2,52747
558,HP,Workstation,17.3,1600,900,0,Intel,"Core i5",2.80,8,HDD,500,0,Nvidia,Windows,3,99154
559,HP,Notebook,14,1366,768,0,Intel,"Pentium Quad",1.60,8,HDD,2048,0,Intel,Windows,1,20726
560,HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series A9-9420",3.00,6,SSD,256,0,AMD,Windows,1,34579
561,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,44222
562,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,4,HDD,500,0,Intel,Windows,2,36497
563,Mediacom,Notebook,14,1920,1080,0,Intel,"Atom x5-Z8350",1.44,4,SSD,32,0,Intel,Windows,1,13267
564,Toshiba,Ultrabook,14,1920,1080,1,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,99367
565,Lenovo,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.70,32,hybrid,256,1024,Nvidia,Windows,4,141885
566,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.90,16,hybrid,512,1024,Nvidia,Windows,4,145401
567,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,AMD,Linux,2,39907
568,Mediacom,Notebook,14,1920,1080,0,Intel,"Celeron Quad",1.10,4,SSD,32,0,Intel,Windows,1,20726
569,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.60,8,HDD,500,0,Intel,Windows,1,53734
570,HP,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.40,4,SSD,128,0,Intel,Windows,1,38308
571,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,16,SSD,256,0,Nvidia,Windows,1,81912
572,Dell,Netbook,11.6,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel,Others,1,15718
573,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.70,16,hybrid,128,1024,Nvidia,Windows,4,125155
574,HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,3,79813
575,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.60,12,SSD,256,0,Intel,Windows,8,89137
576,Lenovo,Notebook,15.6,1366,768,1,Intel,"Core i7",1.80,12,HDD,1024,0,Intel,Windows,2,32448
577,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,Nvidia,Windows,2,94306
578,Asus,"2 in 1 Convertible",15.6,1366,768,1,Intel,"Core i5",2.50,8,HDD,1024,0,Intel,Windows,2,39374
579,Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.60,12,SSD,512,0,AMD,Windows,2,50563
580,Dell,"2 in 1 Convertible",31.6,1366,768,1,Intel,"Core M",1.00,4,SSD,128,0,Intel,Windows,1,32128
581,Samsung,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,128,1024,Nvidia,Windows,2,90523
582,Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,N/A,2,28185
583,Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.30,8,HDD,1024,0,Intel,Windows,2,24456
584,Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,107892
585,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,78535
586,Dell,"2 in 1 Convertible",12.5,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,88978
587,Dell,Workstation,15.6,1920,1080,1,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia,Windows,2,93933
588,HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,64948
589,HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.40,4,HDD,500,0,Intel,Windows,2,35617
590,Acer,Notebook,14,1920,1080,0,Intel,"Celeron Quad",1.10,4,"Flash Storage",32,0,Intel,Windows,1,17529
591,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.70,16,hybrid,128,1024,Nvidia,Windows,4,117163
592,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,AMD,Linux,2,24775
593,MSI,Gaming,15.6,3840,2160,0,Intel,"Core i7",2.80,16,hybrid,256,2048,Nvidia,Windows,1,122491
594,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.50,8,SSD,256,0,Intel,Windows,2,74539
595,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,6,HDD,1024,0,Intel,Windows,2,30050
596,Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.80,8,SSD,256,0,Intel,Windows,2,69211
597,Acer,Notebook,14,1366,768,0,Intel,"Pentium Quad",1.60,4,"Flash Storage",128,0,Intel,Windows,1,18595
598,Lenovo,Notebook,15.6,3840,2160,0,Intel,"Xeon E3-1535M",3.10,32,SSD,1024,0,Nvidia,Windows,2,261019
599,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.60,16,HDD,1024,0,Nvidia,Windows,2,46834
600,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,Linux,2,23651
601,Dell,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,1024,0,Intel,Linux,2,19128
602,Dell,Notebook,15.6,1366,768,0,Intel,"Core i5",2.60,4,HDD,500,0,Intel,Linux,1,46300
603,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,3,62231
604,HP,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,SSD,512,0,Intel,Windows,1,74006
605,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,120832
606,Acer,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Quad",1.60,4,"Flash Storage",32,0,Intel,Others,1,20193
607,HP,Notebook,14,1366,768,0,Intel,"Core i5",2.60,8,SSD,256,0,Intel,Windows,2,59887
608,Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,1,78055
609,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,4,HDD,1024,0,AMD,Windows,2,41345
610,Fujitsu,Notebook,15.6,1366,768,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,42571
611,HP,Notebook,15.6,1366,768,0,Intel,"Core i5",2.30,4,HDD,500,0,Intel,Windows,1,49657
612,Mediacom,Notebook,14,1920,1080,0,Intel,"Atom x5-Z8350",1.44,2,"Flash Storage",32,0,Intel,Windows,1,12734
613,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,4,SSD,128,0,Intel,N/A,2,24935
614,Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,6,HDD,1024,0,Intel,Windows,1,34046
615,Asus,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,11,101232
616,Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,78801
617,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.60,4,SSD,256,0,Intel,Windows,1,44169
618,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,4,HDD,1024,0,Nvidia,Windows,2,30849
619,Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,8,HDD,1024,0,Intel,Windows,2,21259
620,Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,Windows,1,48305
621,Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,1,99580
622,Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.60,2,"Flash Storage",32,0,Intel,Windows,1,13267
623,Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,93635
624,Dell,Notebook,15.6,3840,2160,1,Intel,"Core i7",2.80,16,SSD,1024,0,Nvidia,Windows,2,127819
625,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,59088
626,HP,Notebook,17,1600,900,0,AMD,"A9-Series 9420",3.00,8,HDD,1024,0,AMD,Windows,2,27754
627,Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7",2.70,16,SSD,512,0,Intel,Windows,1,130536
628,Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,HDD,1024,0,Nvidia,N/A,2,62284
629,Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,Windows,2,23976
630,Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual",1.60,4,"Flash Storage",32,0,Intel,Windows,1,14599
631,Acer,Ultrabook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,48964
632,Razer,Gaming,14,1920,1080,0,Intel,"Core i7",2.80,16,SSD,256,0,Nvidia,Windows,1,138475
633,Toshiba,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.30,8,SSD,256,0,Intel,Windows,1,64629
634,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.70,8,SSD,256,0,Intel,Windows,1,84396
635,Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.70,32,SSD,512,0,Nvidia,Windows,3,149131
636,Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,1024,0,Nvidia,Linux,2,37776
637,Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",1.60,8,SSD,256,0,Intel,Windows,1,77251
638,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,63499
639,HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,HDD,500,0,Intel,N/A,1,19442
640,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,HDD,500,0,Intel,Windows,2,56690
641,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,256,0,AMD,Windows,6,48964
642,Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.80,16,hybrid,256,2048,AMD,Windows,2,60473
643,Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.60,8,hybrid,128,1024,Nvidia,Windows,3,63723
644,Dell,Gaming,17.3,3840,2160,0,Intel,"Core i7",2.80,32,hybrid,512,1024,Nvidia,Windows,4,167692
645,Dell,Notebook,14,1920,1080,0,Intel,"Core i5",2.40,8,SSD,256,0,Intel,Windows,1,65481
646,Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.10,4,HDD,500,0,Intel,Windows,2,22324
647,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.30,4,HDD,500,0,Intel,Windows,2,28505
648,HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.00,6,HDD,1024,0,AMD,Windows,2,28718
649,MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.80,8,hybrid,128,1024,Nvidia,Windows,2,79215
650,Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3",2.10,4,SSD,128,0,Intel,Windows,2,26533
651,HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.70,8,HDD,1024,0,AMD,Windows,2,39694
652,Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,2,67026
653,Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.00,4,SSD,128,0,Intel,Linux,2,21951
654,Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i7",2.80,8,SSD,256,0,Intel,Windows,1,99519
655,Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.50,8,hybrid,128,1024,AMD,Windows,1,43580
656,Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,55092
657,Lenovo,Notebook,35.6,1366,768,0,AMD,"E-Series E2-9000",2.20,4,SSD,128,0,AMD,Windows,2,18595
658,HP,"2 in 1 Convertible",14,1920,1080,1,Intel,"Core i3",2.40,4,SSD,128,0,Nvidia,Windows,1,37243
659,MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.80,16,hybrid,256,1024,Nvidia,Windows,2,68944
660,Asus,Ultrabook,14,1920,1080,0,Intel,"Core i5",2.50,8,SSD,256,0,Intel,Windows,1,60473
661,HP,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.10,8,"Flash Storage",64,0,Intel,Others,1,26374
662,LG,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",1.80,8,SSD,512,0,Intel,Windows,1,122491
663,Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.50,16,SSD,256,0,Nvidia,Windows,2,69211
